Entity,Code,Day,total_vaccinations_per_hundred
Antigua and Barbuda,ATG,2021-03-19,26.01
Antigua and Barbuda,ATG,2021-03-25,26.76
Antigua and Barbuda,ATG,2021-03-31,27.18
Antigua and Barbuda,ATG,2021-04-03,27.38
Antigua and Barbuda,ATG,2021-04-14,27.95
Antigua and Barbuda,ATG,2021-04-16,28.78
Antigua and Barbuda,ATG,2021-04-17,29.01
Antigua and Barbuda,ATG,2021-04-22,30.14
Antigua and Barbuda,ATG,2021-05-07,31.49
Antigua and Barbuda,ATG,2021-05-11,31.66
Antigua and Barbuda,ATG,2021-05-17,34.88
Antigua and Barbuda,ATG,2021-05-21,40.03
Antigua and Barbuda,ATG,2021-05-25,42.55
Antigua and Barbuda,ATG,2021-05-26,44.8
Antigua and Barbuda,ATG,2021-05-27,46.53
Antigua and Barbuda,ATG,2021-05-29,48.97
Antigua and Barbuda,ATG,2021-05-31,50.98
Antigua and Barbuda,ATG,2021-06-03,52.48
Antigua and Barbuda,ATG,2021-06-06,56.29
Antigua and Barbuda,ATG,2021-06-07,58
Antigua and Barbuda,ATG,2021-06-09,58.82
Antigua and Barbuda,ATG,2021-06-12,59.48
Antigua and Barbuda,ATG,2021-06-15,60.35
Antigua and Barbuda,ATG,2021-06-17,63.01
Antigua and Barbuda,ATG,2021-06-20,63.62
Antigua and Barbuda,ATG,2021-06-29,64.82
Antigua and Barbuda,ATG,2021-07-01,65.29
Antigua and Barbuda,ATG,2021-07-04,65.53
Antigua and Barbuda,ATG,2021-07-06,65.66
Antigua and Barbuda,ATG,2021-07-08,65.92
Antigua and Barbuda,ATG,2021-07-09,66.18
Antigua and Barbuda,ATG,2021-07-13,66.5
Antigua and Barbuda,ATG,2021-07-15,66.6
Antigua and Barbuda,ATG,2021-07-18,66.98
Antigua and Barbuda,ATG,2021-07-20,67.26
Antigua and Barbuda,ATG,2021-07-21,67.38
Antigua and Barbuda,ATG,2021-07-22,68.72
Antigua and Barbuda,ATG,2021-07-25,69.15
Antigua and Barbuda,ATG,2021-07-28,69.6
Antigua and Barbuda,ATG,2021-07-29,69.74
Antigua and Barbuda,ATG,2021-08-02,70.18
Antigua and Barbuda,ATG,2021-08-04,70.41
Antigua and Barbuda,ATG,2021-08-07,70.8
Antigua and Barbuda,ATG,2021-08-10,70.92
Antigua and Barbuda,ATG,2021-08-14,71.98
Antigua and Barbuda,ATG,2021-08-16,72.35
Antigua and Barbuda,ATG,2021-08-19,72.52
Antigua and Barbuda,ATG,2021-08-22,73.21
Antigua and Barbuda,ATG,2021-08-24,73.84
Antigua and Barbuda,ATG,2021-08-28,74.65
Antigua and Barbuda,ATG,2021-08-30,75.6
Antigua and Barbuda,ATG,2021-08-31,76.04
Antigua and Barbuda,ATG,2021-09-07,79
Antigua and Barbuda,ATG,2021-09-10,80.41
Antigua and Barbuda,ATG,2021-09-13,80.95
Antigua and Barbuda,ATG,2021-09-17,82.97
Antigua and Barbuda,ATG,2021-09-24,90.4
Antigua and Barbuda,ATG,2021-09-28,94.52
Antigua and Barbuda,ATG,2021-10-02,97.4
Antigua and Barbuda,ATG,2021-10-04,98.64
Antigua and Barbuda,ATG,2021-10-06,99.09
Antigua and Barbuda,ATG,2021-10-09,100.11
Antigua and Barbuda,ATG,2021-10-13,101.13
Antigua and Barbuda,ATG,2021-10-16,102.7
Antigua and Barbuda,ATG,2021-10-19,104.16
Antigua and Barbuda,ATG,2021-10-23,105.85
Antigua and Barbuda,ATG,2021-10-26,106.86
Antigua and Barbuda,ATG,2021-10-30,107.76
Antigua and Barbuda,ATG,2021-11-05,109.39
Antigua and Barbuda,ATG,2021-11-08,112.62
Antigua and Barbuda,ATG,2021-11-16,116.97
Antigua and Barbuda,ATG,2021-11-21,118.03
Antigua and Barbuda,ATG,2021-11-23,118.58
Antigua and Barbuda,ATG,2021-11-26,119.15
Antigua and Barbuda,ATG,2021-12-02,120.18
Antigua and Barbuda,ATG,2021-12-05,120.3
Antigua and Barbuda,ATG,2021-12-10,121.35
Antigua and Barbuda,ATG,2021-12-19,122.21
Antigua and Barbuda,ATG,2021-12-25,122.34
Antigua and Barbuda,ATG,2021-12-29,122.71
Antigua and Barbuda,ATG,2022-01-06,122.98
Antigua and Barbuda,ATG,2022-01-13,123.79
Argentina,ARG,2020-12-29,0
Argentina,ARG,2020-12-31,0.07
Argentina,ARG,2021-01-04,0.09
Argentina,ARG,2021-01-08,0.24
Argentina,ARG,2021-01-13,0.37
Argentina,ARG,2021-01-15,0.44
Argentina,ARG,2021-01-20,0.54
Argentina,ARG,2021-01-21,0.58
Argentina,ARG,2021-01-22,0.61
Argentina,ARG,2021-01-23,0.63
Argentina,ARG,2021-01-24,0.64
Argentina,ARG,2021-01-25,0.64
Argentina,ARG,2021-01-26,0.67
Argentina,ARG,2021-01-27,0.7
Argentina,ARG,2021-01-28,0.72
Argentina,ARG,2021-01-29,0.75
Argentina,ARG,2021-01-30,0.8
Argentina,ARG,2021-02-01,0.82
Argentina,ARG,2021-02-03,0.87
Argentina,ARG,2021-02-04,0.97
Argentina,ARG,2021-02-06,1.03
Argentina,ARG,2021-02-07,1.1
Argentina,ARG,2021-02-08,1.12
Argentina,ARG,2021-02-09,1.13
Argentina,ARG,2021-02-10,1.17
Argentina,ARG,2021-02-11,1.26
Argentina,ARG,2021-02-12,1.3
Argentina,ARG,2021-02-13,1.33
Argentina,ARG,2021-02-14,1.34
Argentina,ARG,2021-02-15,1.34
Argentina,ARG,2021-02-16,1.34
Argentina,ARG,2021-02-17,1.34
Argentina,ARG,2021-02-18,1.39
Argentina,ARG,2021-02-19,1.47
Argentina,ARG,2021-02-20,1.55
Argentina,ARG,2021-02-21,1.58
Argentina,ARG,2021-02-22,1.58
Argentina,ARG,2021-02-23,1.64
Argentina,ARG,2021-02-24,1.71
Argentina,ARG,2021-02-25,1.82
Argentina,ARG,2021-02-26,1.98
Argentina,ARG,2021-02-27,2.16
Argentina,ARG,2021-02-28,2.25
Argentina,ARG,2021-03-01,2.3
Argentina,ARG,2021-03-02,2.47
Argentina,ARG,2021-03-03,2.59
Argentina,ARG,2021-03-04,2.75
Argentina,ARG,2021-03-05,2.98
Argentina,ARG,2021-03-07,3.35
Argentina,ARG,2021-03-08,3.39
Argentina,ARG,2021-03-09,3.62
Argentina,ARG,2021-03-10,3.89
Argentina,ARG,2021-03-11,4.21
Argentina,ARG,2021-03-12,4.6
Argentina,ARG,2021-03-13,5.03
Argentina,ARG,2021-03-14,5.22
Argentina,ARG,2021-03-15,5.27
Argentina,ARG,2021-03-16,5.57
Argentina,ARG,2021-03-17,5.85
Argentina,ARG,2021-03-18,6.15
Argentina,ARG,2021-03-19,6.45
Argentina,ARG,2021-03-20,6.72
Argentina,ARG,2021-03-21,6.84
Argentina,ARG,2021-03-22,6.89
Argentina,ARG,2021-03-23,7.11
Argentina,ARG,2021-03-24,7.3
Argentina,ARG,2021-03-25,7.38
Argentina,ARG,2021-03-26,7.62
Argentina,ARG,2021-03-27,7.83
Argentina,ARG,2021-03-28,7.95
Argentina,ARG,2021-03-29,7.99
Argentina,ARG,2021-03-30,8.21
Argentina,ARG,2021-03-31,8.53
Argentina,ARG,2021-04-01,8.82
Argentina,ARG,2021-04-02,9.04
Argentina,ARG,2021-04-03,9.16
Argentina,ARG,2021-04-04,9.29
Argentina,ARG,2021-04-05,9.34
Argentina,ARG,2021-04-06,9.66
Argentina,ARG,2021-04-07,10.02
Argentina,ARG,2021-04-08,10.46
Argentina,ARG,2021-04-09,10.87
Argentina,ARG,2021-04-10,11.41
Argentina,ARG,2021-04-11,11.65
Argentina,ARG,2021-04-12,11.82
Argentina,ARG,2021-04-13,12.22
Argentina,ARG,2021-04-14,12.62
Argentina,ARG,2021-04-15,13.01
Argentina,ARG,2021-04-16,13.36
Argentina,ARG,2021-04-17,13.65
Argentina,ARG,2021-04-18,13.79
Argentina,ARG,2021-04-19,13.89
Argentina,ARG,2021-04-20,14.11
Argentina,ARG,2021-04-21,14.36
Argentina,ARG,2021-04-22,14.68
Argentina,ARG,2021-04-23,14.93
Argentina,ARG,2021-04-24,15.39
Argentina,ARG,2021-04-25,15.64
Argentina,ARG,2021-04-26,15.82
Argentina,ARG,2021-04-27,16.2
Argentina,ARG,2021-04-28,16.57
Argentina,ARG,2021-04-29,16.92
Argentina,ARG,2021-04-30,17.25
Argentina,ARG,2021-05-01,17.48
Argentina,ARG,2021-05-02,17.54
Argentina,ARG,2021-05-03,17.63
Argentina,ARG,2021-05-04,17.97
Argentina,ARG,2021-05-05,18.4
Argentina,ARG,2021-05-06,18.84
Argentina,ARG,2021-05-07,19.34
Argentina,ARG,2021-05-08,19.74
Argentina,ARG,2021-05-09,19.92
Argentina,ARG,2021-05-10,20
Argentina,ARG,2021-05-11,20.25
Argentina,ARG,2021-05-12,20.58
Argentina,ARG,2021-05-13,20.92
Argentina,ARG,2021-05-14,21.28
Argentina,ARG,2021-05-15,21.63
Argentina,ARG,2021-05-16,21.77
Argentina,ARG,2021-05-17,21.93
Argentina,ARG,2021-05-18,22.35
Argentina,ARG,2021-05-19,22.77
Argentina,ARG,2021-05-20,23.13
Argentina,ARG,2021-05-21,23.59
Argentina,ARG,2021-05-22,24.03
Argentina,ARG,2021-05-23,24.27
Argentina,ARG,2021-05-24,24.45
Argentina,ARG,2021-05-25,24.65
Argentina,ARG,2021-05-26,24.85
Argentina,ARG,2021-05-27,25.22
Argentina,ARG,2021-05-28,25.6
Argentina,ARG,2021-05-29,26.11
Argentina,ARG,2021-05-30,26.58
Argentina,ARG,2021-05-31,26.88
Argentina,ARG,2021-06-01,27.4
Argentina,ARG,2021-06-02,28.07
Argentina,ARG,2021-06-03,28.68
Argentina,ARG,2021-06-04,29.33
Argentina,ARG,2021-06-05,30.11
Argentina,ARG,2021-06-06,30.9
Argentina,ARG,2021-06-07,31.43
Argentina,ARG,2021-06-08,32.15
Argentina,ARG,2021-06-09,32.92
Argentina,ARG,2021-06-10,33.67
Argentina,ARG,2021-06-11,34.49
Argentina,ARG,2021-06-12,35.31
Argentina,ARG,2021-06-13,35.71
Argentina,ARG,2021-06-14,35.92
Argentina,ARG,2021-06-15,36.49
Argentina,ARG,2021-06-16,37.01
Argentina,ARG,2021-06-17,37.65
Argentina,ARG,2021-06-18,38.32
Argentina,ARG,2021-06-19,39.11
Argentina,ARG,2021-06-20,39.66
Argentina,ARG,2021-06-21,39.9
Argentina,ARG,2021-06-22,40.3
Argentina,ARG,2021-06-23,40.89
Argentina,ARG,2021-06-24,41.49
Argentina,ARG,2021-06-25,42.11
Argentina,ARG,2021-06-26,42.76
Argentina,ARG,2021-06-27,43.3
Argentina,ARG,2021-06-28,43.75
Argentina,ARG,2021-06-29,44.34
Argentina,ARG,2021-06-30,45.05
Argentina,ARG,2021-07-01,45.84
Argentina,ARG,2021-07-02,46.73
Argentina,ARG,2021-07-03,47.76
Argentina,ARG,2021-07-04,48.63
Argentina,ARG,2021-07-05,49.21
Argentina,ARG,2021-07-06,50.02
Argentina,ARG,2021-07-07,51.13
Argentina,ARG,2021-07-08,52.02
Argentina,ARG,2021-07-09,52.73
Argentina,ARG,2021-07-10,53.76
Argentina,ARG,2021-07-11,53.98
Argentina,ARG,2021-07-12,54.52
Argentina,ARG,2021-07-13,55.38
Argentina,ARG,2021-07-14,56.39
Argentina,ARG,2021-07-15,57.31
Argentina,ARG,2021-07-16,58.13
Argentina,ARG,2021-07-17,59.06
Argentina,ARG,2021-07-18,59.64
Argentina,ARG,2021-07-19,60.15
Argentina,ARG,2021-07-20,61.01
Argentina,ARG,2021-07-21,61.97
Argentina,ARG,2021-07-22,62.87
Argentina,ARG,2021-07-23,63.75
Argentina,ARG,2021-07-24,64.55
Argentina,ARG,2021-07-25,65.17
Argentina,ARG,2021-07-26,65.52
Argentina,ARG,2021-07-27,66.29
Argentina,ARG,2021-07-28,67.22
Argentina,ARG,2021-07-29,68.14
Argentina,ARG,2021-07-30,69.01
Argentina,ARG,2021-07-31,69.9
Argentina,ARG,2021-08-01,70.49
Argentina,ARG,2021-08-02,70.9
Argentina,ARG,2021-08-03,71.69
Argentina,ARG,2021-08-04,73.1
Argentina,ARG,2021-08-05,73.97
Argentina,ARG,2021-08-06,74.85
Argentina,ARG,2021-08-07,75.5
Argentina,ARG,2021-08-08,75.92
Argentina,ARG,2021-08-09,76.53
Argentina,ARG,2021-08-10,77.29
Argentina,ARG,2021-08-12,78.42
Argentina,ARG,2021-08-13,79.02
Argentina,ARG,2021-08-14,79.79
Argentina,ARG,2021-08-15,80.34
Argentina,ARG,2021-08-16,80.71
Argentina,ARG,2021-08-17,81
Argentina,ARG,2021-08-18,81.64
Argentina,ARG,2021-08-19,82.64
Argentina,ARG,2021-08-20,83.64
Argentina,ARG,2021-08-21,84.6
Argentina,ARG,2021-08-22,85.31
Argentina,ARG,2021-08-23,85.81
Argentina,ARG,2021-08-24,86.63
Argentina,ARG,2021-08-25,87.6
Argentina,ARG,2021-08-26,88.6
Argentina,ARG,2021-08-27,89.58
Argentina,ARG,2021-08-28,90.57
Argentina,ARG,2021-08-29,91.27
Argentina,ARG,2021-08-30,91.94
Argentina,ARG,2021-08-31,92.66
Argentina,ARG,2021-09-01,93.83
Argentina,ARG,2021-09-02,94.77
Argentina,ARG,2021-09-03,95.81
Argentina,ARG,2021-09-04,96.59
Argentina,ARG,2021-09-05,97.36
Argentina,ARG,2021-09-06,97.94
Argentina,ARG,2021-09-07,99.06
Argentina,ARG,2021-09-08,99.82
Argentina,ARG,2021-09-09,100.68
Argentina,ARG,2021-09-10,101.52
Argentina,ARG,2021-09-11,102.38
Argentina,ARG,2021-09-12,102.83
Argentina,ARG,2021-09-13,103.05
Argentina,ARG,2021-09-14,103.59
Argentina,ARG,2021-09-15,104.25
Argentina,ARG,2021-09-16,105.11
Argentina,ARG,2021-09-17,105.93
Argentina,ARG,2021-09-18,106.51
Argentina,ARG,2021-09-19,107.07
Argentina,ARG,2021-09-20,107.48
Argentina,ARG,2021-09-21,108.17
Argentina,ARG,2021-09-22,109.04
Argentina,ARG,2021-09-23,109.66
Argentina,ARG,2021-09-24,110.24
Argentina,ARG,2021-09-25,110.9
Argentina,ARG,2021-09-26,111.29
Argentina,ARG,2021-09-27,111.63
Argentina,ARG,2021-09-28,112.16
Argentina,ARG,2021-09-29,112.81
Argentina,ARG,2021-09-30,113.39
Argentina,ARG,2021-10-01,114.06
Argentina,ARG,2021-10-02,114.76
Argentina,ARG,2021-10-03,115.2
Argentina,ARG,2021-10-04,115.53
Argentina,ARG,2021-10-05,115.95
Argentina,ARG,2021-10-06,116.51
Argentina,ARG,2021-10-07,117.06
Argentina,ARG,2021-10-08,117.66
Argentina,ARG,2021-10-09,118.01
Argentina,ARG,2021-10-10,118.36
Argentina,ARG,2021-10-11,118.66
Argentina,ARG,2021-10-13,119.18
Argentina,ARG,2021-10-14,119.97
Argentina,ARG,2021-10-15,120.83
Argentina,ARG,2021-10-16,121.93
Argentina,ARG,2021-10-19,123.27
Argentina,ARG,2021-10-20,124.38
Argentina,ARG,2021-10-21,124.83
Argentina,ARG,2021-10-22,125.71
Argentina,ARG,2021-10-23,126.62
Argentina,ARG,2021-10-24,127.29
Argentina,ARG,2021-10-25,127.46
Argentina,ARG,2021-10-26,128.39
Argentina,ARG,2021-10-27,129.12
Argentina,ARG,2021-10-28,129.86
Argentina,ARG,2021-10-29,130.8
Argentina,ARG,2021-10-30,131.24
Argentina,ARG,2021-10-31,131.68
Argentina,ARG,2021-11-01,132.01
Argentina,ARG,2021-11-02,132.47
Argentina,ARG,2021-11-03,132.63
Argentina,ARG,2021-11-04,133.84
Argentina,ARG,2021-11-06,134.39
Argentina,ARG,2021-11-07,135.19
Argentina,ARG,2021-11-08,135.56
Argentina,ARG,2021-11-09,135.86
Argentina,ARG,2021-11-10,136.3
Argentina,ARG,2021-11-11,136.83
Argentina,ARG,2021-11-12,137.26
Argentina,ARG,2021-11-13,137.69
Argentina,ARG,2021-11-14,138.18
Argentina,ARG,2021-11-15,141.02
Argentina,ARG,2021-11-17,142.45
Argentina,ARG,2021-11-19,143.98
Argentina,ARG,2021-11-20,144.45
Argentina,ARG,2021-11-21,144.7
Argentina,ARG,2021-11-22,144.99
Argentina,ARG,2021-11-23,145.65
Argentina,ARG,2021-11-25,147.14
Argentina,ARG,2021-11-27,148.3
Argentina,ARG,2021-11-28,148.62
Argentina,ARG,2021-11-29,149.4
Argentina,ARG,2021-11-30,150.2
Argentina,ARG,2021-12-01,151.02
Argentina,ARG,2021-12-02,151.89
Argentina,ARG,2021-12-03,152.6
Argentina,ARG,2021-12-04,153.01
Argentina,ARG,2021-12-05,153.25
Argentina,ARG,2021-12-07,153.87
Argentina,ARG,2021-12-08,154.93
Argentina,ARG,2021-12-10,156.16
Argentina,ARG,2021-12-11,156.55
Argentina,ARG,2021-12-12,156.8
Argentina,ARG,2021-12-13,157.43
Argentina,ARG,2021-12-14,158.16
Argentina,ARG,2021-12-15,158.97
Argentina,ARG,2021-12-16,159.66
Argentina,ARG,2021-12-17,160.31
Argentina,ARG,2021-12-18,160.69
Argentina,ARG,2021-12-19,160.95
Argentina,ARG,2021-12-20,161.61
Argentina,ARG,2021-12-22,162.37
Argentina,ARG,2021-12-23,163.12
Argentina,ARG,2021-12-24,163.79
Argentina,ARG,2021-12-26,163.82
Argentina,ARG,2021-12-27,163.98
Argentina,ARG,2021-12-28,165.87
Argentina,ARG,2021-12-30,167.8
Argentina,ARG,2021-12-31,167.98
Argentina,ARG,2022-01-01,168.03
Argentina,ARG,2022-01-02,168.31
Argentina,ARG,2022-01-04,170.41
Argentina,ARG,2022-01-06,172.64
Argentina,ARG,2022-01-08,174.36
Argentina,ARG,2022-01-09,174.81
Argentina,ARG,2022-01-10,175.74
Argentina,ARG,2022-01-11,176.79
Argentina,ARG,2022-01-12,177.84
Argentina,ARG,2022-01-13,178.86
Argentina,ARG,2022-01-14,179.86
Argentina,ARG,2022-01-15,180.39
Argentina,ARG,2022-01-16,180.76
Argentina,ARG,2022-01-18,181.74
Argentina,ARG,2022-01-19,182.73
Argentina,ARG,2022-01-20,184.67
Argentina,ARG,2022-01-21,185.53
Argentina,ARG,2022-01-22,186.01
Armenia,ARM,2021-03-31,0.02
Armenia,ARM,2021-05-09,0.36
Armenia,ARM,2021-05-16,0.65
Armenia,ARM,2021-05-23,0.89
Armenia,ARM,2021-05-30,1.13
Armenia,ARM,2021-06-06,1.57
Armenia,ARM,2021-06-14,1.87
Armenia,ARM,2021-06-20,2.17
Armenia,ARM,2021-06-27,2.52
Armenia,ARM,2021-07-11,3.64
Armenia,ARM,2021-07-18,4.42
Armenia,ARM,2021-07-25,5.14
Armenia,ARM,2021-08-01,5.79
Armenia,ARM,2021-08-08,6.57
Armenia,ARM,2021-08-15,7.42
Armenia,ARM,2021-08-22,8.06
Armenia,ARM,2021-08-29,9.27
Armenia,ARM,2021-09-05,10.22
Armenia,ARM,2021-09-12,11.31
Armenia,ARM,2021-09-19,12.36
Armenia,ARM,2021-09-26,13.76
Armenia,ARM,2021-10-11,17.33
Armenia,ARM,2021-10-17,20.91
Armenia,ARM,2021-10-24,23.9
Armenia,ARM,2021-10-31,28.03
Armenia,ARM,2021-11-07,30.01
Armenia,ARM,2021-11-14,33.84
Armenia,ARM,2021-11-21,37.43
Armenia,ARM,2021-11-28,41.65
Armenia,ARM,2021-12-06,45.58
Armenia,ARM,2021-12-12,48.93
Armenia,ARM,2021-12-19,52.11
Armenia,ARM,2021-12-26,54.81
Armenia,ARM,2022-01-02,55.94
Armenia,ARM,2022-01-09,57.09
Armenia,ARM,2022-01-17,59.35
Aruba,ABW,2021-03-29,24.04
Aruba,ABW,2021-04-10,38.34
Aruba,ABW,2021-04-12,40.18
Aruba,ABW,2021-04-13,42.53
Aruba,ABW,2021-04-14,44.96
Aruba,ABW,2021-04-15,47.15
Aruba,ABW,2021-04-16,49.4
Aruba,ABW,2021-04-17,51.85
Aruba,ABW,2021-04-18,51.92
Aruba,ABW,2021-04-19,54.27
Aruba,ABW,2021-04-20,56.33
Aruba,ABW,2021-04-21,58.16
Aruba,ABW,2021-04-22,59.97
Aruba,ABW,2021-04-23,63.39
Aruba,ABW,2021-04-24,64.63
Aruba,ABW,2021-04-25,68.2
Aruba,ABW,2021-04-26,68.44
Aruba,ABW,2021-04-28,69.66
Aruba,ABW,2021-04-29,70.76
Aruba,ABW,2021-04-30,71.71
Aruba,ABW,2021-05-03,72.51
Aruba,ABW,2021-05-04,73.66
Aruba,ABW,2021-05-05,74.17
Aruba,ABW,2021-05-06,74.21
Aruba,ABW,2021-05-07,74.87
Aruba,ABW,2021-05-08,75.28
Aruba,ABW,2021-05-10,76.14
Aruba,ABW,2021-05-11,77.31
Aruba,ABW,2021-05-12,78.58
Aruba,ABW,2021-05-13,79.71
Aruba,ABW,2021-05-14,81.66
Aruba,ABW,2021-05-15,82.65
Aruba,ABW,2021-05-17,84.9
Aruba,ABW,2021-05-18,87.44
Aruba,ABW,2021-05-19,89.56
Aruba,ABW,2021-05-20,91.35
Aruba,ABW,2021-05-21,93.29
Aruba,ABW,2021-05-22,96.46
Aruba,ABW,2021-05-23,101.19
Aruba,ABW,2021-05-24,102.39
Aruba,ABW,2021-05-25,103.9
Aruba,ABW,2021-05-26,104.17
Aruba,ABW,2021-05-27,104.78
Aruba,ABW,2021-05-28,105.51
Aruba,ABW,2021-05-29,106.03
Aruba,ABW,2021-05-31,106.49
Aruba,ABW,2021-06-01,106.94
Aruba,ABW,2021-06-02,107.42
Aruba,ABW,2021-06-03,108.74
Aruba,ABW,2021-06-04,108.75
Aruba,ABW,2021-06-06,108.75
Aruba,ABW,2021-06-07,109.18
Aruba,ABW,2021-06-08,109.8
Aruba,ABW,2021-06-09,110.37
Aruba,ABW,2021-06-10,110.89
Aruba,ABW,2021-06-11,111.38
Aruba,ABW,2021-06-12,113.32
Aruba,ABW,2021-06-14,113.69
Aruba,ABW,2021-06-15,114.06
Aruba,ABW,2021-06-16,114.45
Aruba,ABW,2021-06-17,114.85
Aruba,ABW,2021-06-18,115.28
Aruba,ABW,2021-06-20,115.57
Aruba,ABW,2021-06-21,115.97
Aruba,ABW,2021-06-22,115.99
Aruba,ABW,2021-06-23,116.48
Aruba,ABW,2021-06-24,116.88
Aruba,ABW,2021-06-27,116.88
Aruba,ABW,2021-06-28,117.43
Aruba,ABW,2021-06-29,117.9
Aruba,ABW,2021-06-30,118.71
Aruba,ABW,2021-07-01,118.86
Aruba,ABW,2021-07-02,119.39
Aruba,ABW,2021-07-05,119.94
Aruba,ABW,2021-07-06,120.49
Aruba,ABW,2021-07-07,120.94
Aruba,ABW,2021-07-08,121.39
Aruba,ABW,2021-07-09,121.9
Aruba,ABW,2021-07-10,123.07
Aruba,ABW,2021-07-12,123.46
Aruba,ABW,2021-07-13,123.81
Aruba,ABW,2021-07-14,124.24
Aruba,ABW,2021-07-15,124.75
Aruba,ABW,2021-07-16,124.77
Aruba,ABW,2021-07-19,125.48
Aruba,ABW,2021-07-20,125.49
Aruba,ABW,2021-07-21,125.92
Aruba,ABW,2021-07-22,126.36
Aruba,ABW,2021-07-23,126.41
Aruba,ABW,2021-07-26,126.86
Aruba,ABW,2021-07-27,127.33
Aruba,ABW,2021-07-28,127.72
Aruba,ABW,2021-07-29,128.09
Aruba,ABW,2021-07-30,128.36
Aruba,ABW,2021-07-31,129.21
Aruba,ABW,2021-08-01,129.22
Aruba,ABW,2021-08-02,129.38
Aruba,ABW,2021-08-03,129.71
Aruba,ABW,2021-08-04,129.78
Aruba,ABW,2021-08-05,129.95
Aruba,ABW,2021-08-06,130.2
Aruba,ABW,2021-08-09,130.5
Aruba,ABW,2021-08-10,130.89
Aruba,ABW,2021-08-11,131.44
Aruba,ABW,2021-08-12,131.64
Aruba,ABW,2021-08-13,132.11
Aruba,ABW,2021-08-16,132.5
Aruba,ABW,2021-08-17,133.03
Aruba,ABW,2021-08-18,133.43
Aruba,ABW,2021-08-19,133.77
Aruba,ABW,2021-08-20,134.02
Aruba,ABW,2021-08-22,136.14
Aruba,ABW,2021-08-23,136.44
Aruba,ABW,2021-08-24,136.66
Aruba,ABW,2021-08-25,136.94
Aruba,ABW,2021-08-26,137.21
Aruba,ABW,2021-08-27,137.47
Aruba,ABW,2021-08-29,137.67
Aruba,ABW,2021-08-30,137.74
Aruba,ABW,2021-08-31,138.28
Aruba,ABW,2021-09-01,138.66
Aruba,ABW,2021-09-02,138.87
Aruba,ABW,2021-09-03,139.04
Aruba,ABW,2021-09-06,139.55
Aruba,ABW,2021-09-07,139.64
Aruba,ABW,2021-09-08,139.91
Aruba,ABW,2021-09-09,140.13
Aruba,ABW,2021-09-10,140.37
Aruba,ABW,2021-09-11,141.13
Aruba,ABW,2021-09-12,142.91
Aruba,ABW,2021-09-13,142.91
Aruba,ABW,2021-09-14,143.29
Aruba,ABW,2021-09-15,143.72
Aruba,ABW,2021-09-16,144.08
Aruba,ABW,2021-09-20,144.32
Aruba,ABW,2021-09-21,144.68
Aruba,ABW,2021-09-22,144.71
Aruba,ABW,2021-09-23,144.91
Aruba,ABW,2021-09-24,145.06
Aruba,ABW,2021-09-25,145.16
Aruba,ABW,2021-09-26,145.21
Aruba,ABW,2021-09-27,145.3
Aruba,ABW,2021-09-28,145.44
Aruba,ABW,2021-09-29,145.59
Aruba,ABW,2021-09-30,145.7
Aruba,ABW,2021-10-01,145.86
Aruba,ABW,2021-10-02,145.86
Aruba,ABW,2021-10-04,146.05
Aruba,ABW,2021-10-05,146.24
Aruba,ABW,2021-10-06,146.47
Aruba,ABW,2021-10-07,146.66
Aruba,ABW,2021-10-08,146.79
Aruba,ABW,2021-10-09,146.79
Aruba,ABW,2021-10-10,146.97
Aruba,ABW,2021-10-12,147.08
Aruba,ABW,2021-10-13,147.27
Aruba,ABW,2021-10-14,147.35
Aruba,ABW,2021-10-15,147.46
Aruba,ABW,2021-10-18,147.6
Aruba,ABW,2021-10-19,147.81
Aruba,ABW,2021-10-20,147.91
Aruba,ABW,2021-10-21,148.02
Aruba,ABW,2021-10-22,148.16
Aruba,ABW,2021-10-25,148.25
Aruba,ABW,2021-10-26,148.34
Aruba,ABW,2021-10-27,148.49
Aruba,ABW,2021-10-28,148.56
Aruba,ABW,2021-10-29,148.71
Aruba,ABW,2021-11-01,148.83
Aruba,ABW,2021-11-02,148.92
Aruba,ABW,2021-11-03,149.13
Aruba,ABW,2021-11-05,149.27
Aruba,ABW,2021-11-08,149.35
Aruba,ABW,2021-11-09,149.42
Aruba,ABW,2021-11-10,149.57
Aruba,ABW,2021-11-11,149.67
Aruba,ABW,2021-11-12,149.78
Aruba,ABW,2021-11-15,149.88
Aruba,ABW,2021-11-16,149.96
Aruba,ABW,2021-11-17,150.07
Aruba,ABW,2021-11-18,150.15
Aruba,ABW,2021-11-19,150.3
Aruba,ABW,2021-11-20,150.3
Aruba,ABW,2021-11-21,150.38
Aruba,ABW,2021-11-22,150.39
Aruba,ABW,2021-11-23,150.51
Aruba,ABW,2021-11-24,150.57
Aruba,ABW,2021-11-25,150.72
Aruba,ABW,2021-11-26,150.75
Aruba,ABW,2021-11-27,150.76
Aruba,ABW,2021-11-28,150.79
Aruba,ABW,2021-11-29,150.79
Aruba,ABW,2021-11-30,150.79
Aruba,ABW,2021-12-01,150.8
Aruba,ABW,2021-12-02,150.92
Aruba,ABW,2021-12-03,151.05
Aruba,ABW,2021-12-06,151.14
Aruba,ABW,2021-12-07,151.24
Aruba,ABW,2021-12-08,151.31
Aruba,ABW,2021-12-09,151.38
Aruba,ABW,2021-12-10,151.45
Aruba,ABW,2021-12-13,151.54
Aruba,ABW,2021-12-14,151.58
Aruba,ABW,2021-12-15,151.65
